symbol,name,exchange,is_etf,test_issue,yf_symbol,status
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,NASDAQ,N,N,ANSC,Active
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ,N,N,ANTA,Active
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ANTX,Active
ANVS,"Annovis Bio, Inc. Common Stock",NYSE,N,N,ANVS,Active
ANY,Sphere 3D Corp. - Common Shares,NASDAQ,N,N,ANY,Active
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",NYSE,N,N,AOMR,Active
AON,Aon plc Class A Ordinary Shares (Ireland),NYSE,N,N,AON,Active
AORT,"Artivion, Inc. Common Stock",NYSE,N,N,AORT,Active
AOS,A.O. Smith Corporation Common Stock,NYSE,N,N,AOS,Active
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,N,N,AOSL,Active
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ,N,N,AOUT,Active
AP,Ampco-Pittsburgh Corporation Common Stock,NYSE,N,N,AP,Active
APA,APA Corporation - Common Stock,NASDAQ,N,N,APA,Active
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ,N,N,APAC,Active
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE,N,N,APAM,Active
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ,N,N,APC,Active
APD,"Air Products and Chemicals, Inc. Common Stock",NYSE,N,N,APD,Active
APEI,"American Public Education, Inc. - Common Stock",NASDAQ,N,N,APEI,Active
APG,APi Group Corporation Common Stock,NYSE,N,N,APG,Active
APGE,"Apogee Therapeutics, Inc. - Common Stock",NASDAQ,N,N,APGE,Active
APH,Amphenol Corporation Common Stock,NYSE,N,N,APH,Active
API,"Agora, Inc. - ADS",NASDAQ,N,N,API,Active
APLD,Applied Digital Corporation - Common Stock,NASDAQ,N,N,APLD,Active
APLE,"Apple Hospitality REIT, Inc. Common Shares",NYSE,N,N,APLE,Active
APLM,Apollomics Inc. - Class A Ordinary Shares,NASDAQ,N,N,APLM,Active
APMC,AmperCap Acquisition Company - Ordinary Shares,NASDAQ,N,N,APMC,Active
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE,N,N,APO,Active
APOG,"Apogee Enterprises, Inc. - Common Stock",NASDAQ,N,N,APOG,Active
APP,Applovin Corporation - Class A Common Stock,NASDAQ,N,N,APP,Active
APPF,"AppFolio, Inc. - Class A Common Stock",NASDAQ,N,N,APPF,Active
APPN,Appian Corporation - Class A Common Stock,NASDAQ,N,N,APPN,Active
APPS,"Digital Turbine, Inc. - Common Stock",NASDAQ,N,N,APPS,Active
APRE,"Aprea Therapeutics, Inc. - Common Stock",NASDAQ,N,N,APRE,Active
APT,"Alpha Pro Tech, Ltd. Common Stock",NYSE American,N,N,APT,Active
APTV,Aptiv PLC Ordinary Shares,NYSE,N,N,APTV,Active
APUR,Aperture AC - Class A Ordinary Shares,NASDAQ,N,N,APUR,Active
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",NYSE American,N,N,APUS,Active
APVO,Aptevo Therapeutics Inc. - Common Stock,NASDAQ,N,N,APVO,Active
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",NASDAQ,N,N,APWC,Active
APXT,Apex Treasury Corporation - Class A Ordinary Share,NASDAQ,N,N,APXT,Active
APXTW,Apex Treasury Corporation - Warrants,NASDAQ,N,N,APXTW,Active
APYX,Apyx Medical Corporation - Common Stock,NASDAQ,N,N,APYX,Active
AQB,"AquaBounty Technologies, Inc. - Common Stock",NASDAQ,N,N,AQB,Active
AQMS,"Aqua Metals, Inc. - Common Stock",NASDAQ,N,N,AQMS,Active
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE,N,N,AQN,Active
AQST,"Aquestive Therapeutics, Inc. - Common Stock",NASDAQ,N,N,AQST,Active
AR,Antero Resources Corporation Common Stock,NYSE,N,N,AR,Active
ARAI,Arrive AI Inc. - Common Stock,NASDAQ,N,N,ARAI,Active
ARAY,Accuray Incorporated - Common Stock,NASDAQ,N,N,ARAY,Active
ARBB,ARB IOT Group Limited - Ordinary Shares,NASDAQ,N,N,ARBB,Active
ARBE,Arbe Robotics Ltd. - Ordinary Shares,NASDAQ,N,N,ARBE,Active
ARCB,ArcBest Corporation - Common Stock,NASDAQ,N,N,ARCB,Active
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,NASDAQ,N,N,ARCI,Active
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,NASDAQ,N,N,ARCL,Active
ARCLW,ARC Group Acquisition I Corp - Warrants,NASDAQ,N,N,ARCLW,Active
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,N,N,ARCO,Active
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,NASDAQ,N,N,ARCT,Active
ARDT,"Ardent Health, Inc. Common Stock",NYSE,N,N,ARDT,Active
ARDX,"Ardelyx, Inc. - Common Stock",NASDAQ,N,N,ARDX,Active
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE,N,N,ARE,Active
AREC,American Resources Corporation - Class A Common Stock,NASDAQ,N,N,AREC,Active
AREN,"The Arena Group Holdings, Inc. Common Stock",NYSE American,N,N,AREN,Active
ARES,Ares Management Corporation Class A Common Stock,NYSE,N,N,ARES,Active
ARHS,"Arhaus, Inc. - Class A Common Stock",NASDAQ,N,N,ARHS,Active
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE,N,N,ARI,Active
ARIS,Aris Mining Corporation Common Shares,NYSE,N,N,ARIS,Active
ARKO,ARKO Corp. - Common Stock,NASDAQ,N,N,ARKO,Active
ARKR,Ark Restaurants Corp. - Common Stock,NASDAQ,N,N,ARKR,Active
ARL,"American Realty Investors, Inc. Common Stock",NYSE,N,N,ARL,Active
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE,N,N,ARLO,Active
ARMK,Aramark Common Stock,NYSE,N,N,ARMK,Active
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",NYSE American,N,N,ARMP,Active
AROC,"Archrock, Inc. Common Stock",NYSE,N,N,AROC,Active
AROW,Arrow Financial Corporation - Common Stock,NASDAQ,N,N,AROW,Active
ARQ,"Arq, Inc. - Common Stock",NASDAQ,N,N,ARQ,Active
ARQQ,Arqit Quantum Inc. - Ordinary Shares,NASDAQ,N,N,ARQQ,Active
ARQQW,Arqit Quantum Inc. - Warrants,NASDAQ,N,N,ARQQW,Active
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",NASDAQ,N,N,ARQT,Active
ARR,"ARMOUR Residential REIT, Inc.",NYSE,N,N,ARR,Active
ARRY,"Array Technologies, Inc. - Common Stock",NASDAQ,N,N,ARRY,Active
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,ARTC,Active
ARTCW,Art Technology Acquisition Corp. - Warrants,NASDAQ,N,N,ARTCW,Active
ARTL,"Artelo Biosciences, Inc. - Common Stock",NASDAQ,N,N,ARTL,Active
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,NASDAQ,N,N,ARTNA,Active
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,ARTV,Active
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",NASDAQ,N,N,ARTW,Active
ARVN,"Arvinas, Inc. - Common Stock",NASDAQ,N,N,ARVN,Active
ARW,"Arrow Electronics, Inc. Common Stock",NYSE,N,N,ARW,Active
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ARWR,Active
ARX,Accelerant Holdings Class A Common Shares,NYSE,N,N,ARX,Active
ARXS,"Arxis, Inc. - Class A Common Stock",NASDAQ,N,N,ARXS,Active
AS,"Amer Sports, Inc. Ordinary Shares",NYSE,N,N,AS,Active
ASA,ASA  Gold and Precious Metals Limited,NYSE,N,N,ASA,Active
ASAN,"Asana, Inc. Class A Common Stock",NYSE,N,N,ASAN,Active
ASB,Associated Banc-Corp Common Stock,NYSE,N,N,ASB,Active
ASBP,"Aspire Biopharma Holdings, Inc.  - Common Stock",NASDAQ,N,N,ASBP,Active
ASC,Ardmore Shipping Corporation Common Stock,NYSE,N,N,ASC,Active
ASH,Ashland Inc. Common Stock,NYSE,N,N,ASH,Active
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,NYSE,N,N,ASIC,Active
ASIX,AdvanSix Inc. Common Stock ,NYSE,N,N,ASIX,Active
ASLE,AerSale Corporation - Common Stock,NASDAQ,N,N,ASLE,Active
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),NYSE American,N,N,ASM,Active
ASMB,"Assembly Biosciences, Inc. - Common Stock",NASDAQ,N,N,ASMB,Active
ASML,ASML Holding N.V. - New York Registry Shares,NASDAQ,N,N,ASML,Active
ASND,Ascendis Pharma A/S - Ordinary Share,NASDAQ,N,N,ASND,Active
ASO,"Academy Sports and Outdoors, Inc. - Common Stock",NASDAQ,N,N,ASO,Active
ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,ASPC,Active
ASPI,ASP Isotopes Inc. - Common Stock,NASDAQ,N,N,ASPI,Active
ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE,N,N,ASPN,Active
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,NASDAQ,N,N,ASPS,Active
ASPSW,Altisource Portfolio Solutions S.A. - Net Settle Stakeholder Warrants,NASDAQ,N,N,ASPSW,Active
ASPSZ,Altisource Portfolio Solutions S.A. - Cash Exercise Stakeholder Warrants,NASDAQ,N,N,ASPSZ,Active
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",NYSE,N,N,ASR,Active
ASRV,AmeriServ Financial Inc. - Common Stock,NASDAQ,N,N,ASRV,Active
ASST,"Strive, Inc. - Class A Common Stock",NASDAQ,N,N,ASST,Active
ASTC,Astrotech Corporation - Common Stock,NASDAQ,N,N,ASTC,Active
ASTE,"Astec Industries, Inc. - Common Stock",NASDAQ,N,N,ASTE,Active
ASTH,Astrana Health Inc. - Common Stock,NASDAQ,N,N,ASTH,Active
ASTI,"Ascent Solar Technologies, Inc - Common Stock",NASDAQ,N,N,ASTI,Active
ASTL,Algoma Steel Group Inc. - Common Shares,NASDAQ,N,N,ASTL,Active
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,N,N,ASTS,Active
ASUR,Asure Software Inc - Common Stock,NASDAQ,N,N,ASUR,Active
ASYS,"Amtech Systems, Inc. - Common Stock",NASDAQ,N,N,ASYS,Active
ATAI,AtaiBeckley Inc. - Common Stock,NASDAQ,N,N,ATAI,Active
ATCH,"AtlasClear Holdings, Inc. Common Stock",NYSE American,N,N,ATCH,Active
ATCX,Atlas Critical Minerals Corporation - Common Stock,NASDAQ,N,N,ATCX,Active
ATEC,"Alphatec Holdings, Inc. - Common Stock",NASDAQ,N,N,ATEC,Active
ATEN,"A10 Networks, Inc. Common Stock",NYSE,N,N,ATEN,Active
ATER,"Aterian, Inc. - Common Stock",NASDAQ,N,N,ATER,Active
ATEX,Anterix Inc. - Common Stock,NASDAQ,N,N,ATEX,Active
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,NASDAQ,N,N,ATGL,Active
ATHR,"Aether Holdings, Inc. - Common Stock",NASDAQ,N,N,ATHR,Active
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,NYSE,N,N,ATHS,Active
ATI,ATI Inc. Common Stock,NYSE,N,N,ATI,Active
ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,NASDAQ,N,N,ATII,Active
ATKR,Atkore Inc. Common Stock,NYSE,N,N,ATKR,Active
ATLC,Atlanticus Holdings Corporation - Common Stock,NASDAQ,N,N,ATLC,Active
ATLO,Ames National Corporation - Common Stock,NASDAQ,N,N,ATLO,Active
ATLX,Atlas Lithium Corporation - Common Stock,NASDAQ,N,N,ATLX,Active
ATMU,Atmus Filtration Technologies Inc. Common Stock,NYSE,N,N,ATMU,Active
ATNI,"ATN International, Inc. - Common Stock",NASDAQ,N,N,ATNI,Active
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",NYSE American,N,N,ATNM,Active
ATO,Atmos Energy Corporation Common Stock,NYSE,N,N,ATO,Active
ATOM,Atomera Incorporated - Common Stock,NASDAQ,N,N,ATOM,Active
ATOS,"Atossa Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ATOS,Active
ATPC,Agape ATP Corporation - Common Stock,NASDAQ,N,N,ATPC,Active
ATR,"AptarGroup, Inc. Common Stock",NYSE,N,N,ATR,Active
ATRA,"Atara Biotherapeutics, Inc. - Common Stock",NASDAQ,N,N,ATRA,Active
ATRC,"AtriCure, Inc. - Common Stock",NASDAQ,N,N,ATRC,Active
ATRO,Astronics Corporation - Common Stock,NASDAQ,N,N,ATRO,Active
ATS,ATS Corporation Common Shares,NYSE,N,N,ATS,Active
ATXG,Addentax Group Corp. - Common Stock,NASDAQ,N,N,ATXG,Active
ATYR,"aTyr Pharma, Inc. - Common Stock",NASDAQ,N,N,ATYR,Active
AU,AngloGold Ashanti PLC Ordinary Shares,NYSE,N,N,AU,Active
AUB,Atlantic Union Bankshares Corporation Common Stock,NYSE,N,N,AUB,Active
AUBN,"Auburn National Bancorporation, Inc. - Common Stock",NASDAQ,N,N,AUBN,Active
AUC,ATIF Holdings Limited - Ordinary Shares,NASDAQ,N,N,AUC,Active
AUDC,AudioCodes Ltd. - Ordinary Shares,NASDAQ,N,N,AUDC,Active
AUGO,Aura Minerals Inc. - Common Shares,NASDAQ,N,N,AUGO,Active
AUID,authID Inc. - Common Stock,NASDAQ,N,N,AUID,Active
AUNA,Auna SA Class A Ordinary Shares,NYSE,N,N,AUNA,Active
AUPH,Aurinia Pharmaceuticals Inc - Common Shares,NASDAQ,N,N,AUPH,Active
AUR,"Aurora Innovation, Inc.  - Class A Common Stock",NASDAQ,N,N,AUR,Active
AURA,"Aura Biosciences, Inc. - Common Stock",NASDAQ,N,N,AURA,Active
AURE,Aurelion Inc.  - Class A Ordinary Shares,NASDAQ,N,N,AURE,Active
AUST,Austin Gold Corp. Common Shares,NYSE American,N,N,AUST,Active
AUUD,Auddia Inc. - Common Stock,NASDAQ,N,N,AUUD,Active
AVA,Avista Corporation Common Stock,NYSE,N,N,AVA,Active
AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,NASDAQ,N,N,AVAH,Active
AVAT,Avalanche Treasury Corporation - Class A Common Stock,NASDAQ,N,N,AVAT,Active
AVAV,"AeroVironment, Inc. - Common Stock",NASDAQ,N,N,AVAV,Active
AVB,"AvalonBay Communities, Inc. Common Stock",NYSE,N,N,AVB,Active
AVBC,"Avidia Bancorp, Inc. Common Stock",NYSE,N,N,AVBC,Active
AVBH,"Avidbank Holdings, Inc. - Common Stock",NASDAQ,N,N,AVBH,Active
AVBP,"ArriVent BioPharma, Inc. - Common Stock",NASDAQ,N,N,AVBP,Active
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),NYSE,N,N,AVD,Active
AVEX,AEVEX Corp. Class A Common Stock,NYSE,N,N,AVEX,Active
AVGO,Broadcom Inc. - Common Stock,NASDAQ,N,N,AVGO,Active
AVIR,"Atea Pharmaceuticals, Inc. - common stock",NASDAQ,N,N,AVIR,Active
AVLN,Avalyn Pharma Inc. - common stock,NASDAQ,N,N,AVLN,Active
AVNS,"Avanos Medical, Inc. Common Stock",NYSE,N,N,AVNS,Active
AVNT,Avient Corporation Common Stock,NYSE,N,N,AVNT,Active
AVNW,"Aviat Networks, Inc. - Common Stock",NASDAQ,N,N,AVNW,Active
AVO,"Mission Produce, Inc. - Common Stock",NASDAQ,N,N,AVO,Active
AVPT,"AvePoint, Inc. - Class A Common Stock",NASDAQ,N,N,AVPT,Active
AVR,Anteris Technologies Global Corp. - Common Stock,NASDAQ,N,N,AVR,Active
AVT,"Avnet, Inc. - Common Stock",NASDAQ,N,N,AVT,Active
AVTR,"Avantor, Inc. Common Stock",NYSE,N,N,AVTR,Active
AVTX,"Avalo Therapeutics, Inc. - Common Stock",NASDAQ,N,N,AVTX,Active
AVX,Avax One Technology Ltd. - Common Shares,NASDAQ,N,N,AVX,Active
AVXL,Anavex Life Sciences Corp. - Common Stock,NASDAQ,N,N,AVXL,Active
AVY,Avery Dennison Corporation Common Stock,NYSE,N,N,AVY,Active
AWI,Armstrong World Industries Inc Common Stock,NYSE,N,N,AWI,Active
AWK,"American Water Works Company, Inc. Common Stock",NYSE,N,N,AWK,Active
AWR,American States Water Company Common Stock,NYSE,N,N,AWR,Active
AWRE,"Aware, Inc. - Common Stock",NASDAQ,N,N,AWRE,Active
AWX,Avalon Holdings Corporation Common Stock,NYSE American,N,N,AWX,Active
AX,"Axos Financial, Inc. Common Stock",NYSE,N,N,AX,Active
AXG,Solowin Holdings - Class A Ordinary Share,NASDAQ,N,N,AXG,Active
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,N,N,AXGN,Active
AXIL,"AXIL Brands, Inc. Common Stock",NYSE American,N,N,AXIL,Active
AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ,N,N,AXIN,Active
AXON,"Axon Enterprise, Inc. - Common Stock",NASDAQ,N,N,AXON,Active
AXP,American Express Company Common Stock,NYSE,N,N,AXP,Active
AXR,AMREP Corporation Common Stock,NYSE,N,N,AXR,Active
AXS,Axis Capital Holdings Limited Common Stock,NYSE,N,N,AXS,Active
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,N,N,AXSM,Active
AXTA,Axalta Coating Systems Ltd. Common Shares,NYSE,N,N,AXTA,Active
AXTI,AXT Inc - Common Stock,NASDAQ,N,N,AXTI,Active
AYA,Aya Gold & Silver Inc. - Common Shares,NASDAQ,N,N,AYA,Active
AYI,Acuity Inc. Common Stock,NYSE,N,N,AYI,Active
AYTU,"Aytu BioPharma, Inc.  - Common Stock",NASDAQ,N,N,AYTU,Active
AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,NASDAQ,N,N,AZ,Active
AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,NASDAQ,N,N,AZI,Active
AZIO,"Azio AI Holdings, Inc. - Common stock",NASDAQ,N,N,AZIO,Active
AZN,AstraZeneca PLC Ordinary Shares,NYSE,N,N,AZN,Active
AZO,"AutoZone, Inc. Common Stock",NYSE,N,N,AZO,Active
AZTA,"Azenta, Inc. - Common Stock",NASDAQ,N,N,AZTA,Active
AZTR,Azitra Inc Common Stock,NYSE American,N,N,AZTR,Active
AZZ,AZZ Inc.,NYSE,N,N,AZZ,Active
B,Barrick Mining Corporation Common Shares,NYSE,N,N,B,Active
BA,Boeing Company (The) Common Stock,NYSE,N,N,BA,Active
BAC,Bank of America Corporation Common Stock,NYSE,N,N,BAC,Active
BACC,Blue Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,BACC,Active
BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",NASDAQ,N,N,BAER,Active
BAFN,BayFirst Financial Corp. - Common Stock,NASDAQ,N,N,BAFN,Active
BAH,Booz Allen Hamilton Holding Corporation Common Stock,NYSE,N,N,BAH,Active
BAK,Braskem SA ADR,NYSE,N,N,BAK,Active
BALL,Ball Corporation Common Stock,NYSE,N,N,BALL,Active
BALY,Bally's Corporation Common Stock,NYSE,N,N,BALY,Active
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,NYSE,N,N,BAM,Active
BANC,"Banc of California, Inc. Common Stock",NYSE,N,N,BANC,Active
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,N,N,BAND,Active
BANF,BancFirst Corporation - Common Stock,NASDAQ,N,N,BANF,Active
BANL,CBL International Limited - Class B Ordinary Shares,NASDAQ,N,N,BANL,Active
BANR,Banner Corporation - Common Stock,NASDAQ,N,N,BANR,Active
BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,NASDAQ,N,N,BAOS,Active
BAP,Credicorp Ltd. Common Stock,NYSE,N,N,BAP,Active
BARK,"BARK, Inc. Class A Common Stock",NYSE,N,N,BARK,Active
BATL,Battalion Oil Corporation Common Stock,NYSE American,N,N,BATL,Active
BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",NASDAQ,N,N,BATRA,Active
BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",NASDAQ,N,N,BATRK,Active
BAX,Baxter International Inc. Common Stock,NYSE,N,N,BAX,Active
BB,BlackBerry Limited Common Stock,NYSE,N,N,BB,Active
BBAI,"BigBear.ai, Inc. Common Stock",NYSE,N,N,BBAI,Active
BBAR,Banco BBVA Argentina S.A. ADS,NYSE,N,N,BBAR,Active
BBBY,"Bed Bath & Beyond, Inc. Common Stock",NYSE,N,N,BBBY,Active
BBCP,"Concrete Pumping Holdings, Inc.  - Common Stock",NASDAQ,N,N,BBCP,Active
BBCQ,Bleichroeder Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,N,N,BBCQ,Active
BBCQW,Bleichroeder Acquisition Corp. II - Warrants,NASDAQ,N,N,BBCQW,Active
BBDC,"Barings BDC, Inc. Common Stock",NYSE,N,N,BBDC,Active
BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",NASDAQ,N,N,BBGI,Active
BBIO,"BridgeBio Pharma, Inc. - Common Stock",NASDAQ,N,N,BBIO,Active
BBLG,Bone Biologics Corp - Common Stock,NASDAQ,N,N,BBLG,Active
BBLGW,Bone Biologics Corp - warrants,NASDAQ,N,N,BBLGW,Active
BBNX,"Beta Bionics, Inc. - Common Stock",NASDAQ,N,N,BBNX,Active
BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",NASDAQ,N,N,BBOT,Active
BBSI,"Barrett Business Services, Inc. - Common Stock",NASDAQ,N,N,BBSI,Active
BBT,Beacon Financial Corporation Common stock,NYSE,N,N,BBT,Active
BBUC,Brookfield Business Corporation Class A Subordinate Voting Shares,NYSE,N,N,BBUC,Active
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,NYSE,N,N,BBVA,Active
BBW,"Build-A-Bear Workshop, Inc. Common Stock",NYSE,N,N,BBW,Active
BBWI,"Bath & Body Works, Inc.",NYSE,N,N,BBWI,Active
BBY,"Best Buy Co., Inc. Common Stock",NYSE,N,N,BBY,Active
BC,Brunswick Corporation Common Stock,NYSE,N,N,BC,Active
BCAB,"BioAtla, Inc. - Common Stock",NASDAQ,N,N,BCAB,Active
BCAL,California BanCorp - Common Stock,NASDAQ,N,N,BCAL,Active
BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,NASDAQ,N,N,BCAR,Active
BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,N,N,BCAX,Active
BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,N,N,BCBP,Active
BCC,"Boise Cascade, L.L.C. Common Stock",NYSE,N,N,BCC,Active
BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,N,N,BCDA,Active
BCE,"BCE, Inc. Common Stock",NYSE,N,N,BCE,Active
BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,N,N,BCG,Active
BCGWW,"Binah Capital Group, Inc. - Warrants",NASDAQ,N,N,BCGWW,Active
BCH,Banco De Chile ADS,NYSE,N,N,BCH,Active
BCHT,Birchtech Corp. Common Stock,NYSE American,N,N,BCHT,Active
BCML,BayCom Corp - Common Stock,NASDAQ,N,N,BCML,Active
BCO,Brinks Company (The) Common Stock,NYSE,N,N,BCO,Active
BCPC,Balchem Corporation - Common Stock,NASDAQ,N,N,BCPC,Active
BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,BCRX,Active
BCS,Barclays PLC Common Stock,NYSE,N,N,BCS,Active
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",NYSE,N,N,BCSF,Active
BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,NYSE,N,N,BCSS,Active
BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,N,N,BCTX,Active
BCTXL,BriaCell Therapeutics Corp. - Warrants,NASDAQ,N,N,BCTXL,Active
BDC,Belden Inc Common Stock,NYSE,N,N,BDC,Active
BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,N,N,BDCI,Active
BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE,N,N,BDJ,Active
BDL,"Flanigan's Enterprises, Inc. Common Stock",NYSE American,N,N,BDL,Active
BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,N,N,BDMD,Active
BDN,Brandywine Realty Trust Common Stock,NYSE,N,N,BDN,Active
BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,N,N,BDSX,Active
BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,N,N,BDTX,Active
BDX,"Becton, Dickinson and Company Common Stock",NYSE,N,N,BDX,Active
BE,Bloom Energy Corporation Class A Common Stock,NYSE,N,N,BE,Active
BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,BEAG,Active
BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,N,N,BEAM,Active
BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,N,N,BEAT,Active
BEBE,TGE Value Creative Solutions Corp Class A Ordinary Shares,NYSE,N,N,BEBE,Active
BEEM,Beam Global - Common Stock,NASDAQ,N,N,BEEM,Active
BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,N,N,BEEP,Active
BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,N,N,BELFA,Active
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,N,N,BELFB,Active
BEN,"Franklin Resources, Inc. Common Stock",NYSE,N,N,BEN,Active
BENF,Beneficient - Class A Common Stock,NASDAQ,N,N,BENF,Active
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,NYSE,N,N,BEPC,Active
BESS,Bimergen Energy Corporation Common Stock,NYSE American,N,N,BESS,Active
BETA,"Beta Technologies, Inc. Class A Common Stock",NYSE,N,N,BETA,Active
BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,N,N,BETR,Active
BFAM,Bright Horizons Family Solutions Inc. Common Stock,NYSE,N,N,BFAM,Active
BFC,Bank First Corporation - Common Stock,NASDAQ,N,N,BFC,Active
BFH,"Bread Financial Holdings, Inc. Common Stock",NYSE,N,N,BFH,Active
BFLY,"Butterfly Network, Inc. Class A Common Stock",NYSE,N,N,BFLY,Active
BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,N,N,BFRG,Active
BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",NASDAQ,N,N,BFRGW,Active
BFRI,Biofrontera Inc. - Common Stock,NASDAQ,N,N,BFRI,Active
BFRIW,Biofrontera Inc. - Warrants,NASDAQ,N,N,BFRIW,Active
BFS,"Saul Centers, Inc. Common Stock",NYSE,N,N,BFS,Active
BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,N,N,BFST,Active
BG,Bunge Limited Common Shares,NYSE,N,N,BG,Active
BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,N,N,BGC,Active
BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,N,N,BGDE,Active
BGI,Birks Group Inc. Common Stock,NYSE American,N,N,BGI,Active
BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,N,N,BGIN,Active
BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,N,N,BGL,Active
BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,N,N,BGLC,Active
